Sort,Common Name,Scientific Name,Group,order,family,taxonomic notes,Canada,USA,Mexico,C America,Mig Status,Introduced,Nonbreeding only,PS-g,PS-g_s,PS-g_com,Global Pop Size, Global Pop Size# , Pop Size_US-Ca , Pop Size_US-Ca# ,PopYr,Pop Size_US-Ca_s,Pop Size_US-Ca_com,BD-g, BD area ,BD-g_s,BD-g_com,ND-g, ND area ,ND-g_s,ND-g_com,TB-c,TB-c_s,TB-c_com,CV-b,CV-b certainty,TN-c,TN-c_s,TN-c_com,CV-w,CV-w certainty,PT-c,PT-c_s,PT-c_com,LT % change,LT trend (%/yr),LT trend 90% lcl,LT trend 90% ucl,LT sig,ST % change,ST trend (%/yr),ST trend 90% lcl,ST trend 90% ucl,ST sig,ST yrs,core/extended BBS,LT CI width,N,RA,NxRA,Half-Life,CCS-b,CCS-n,CCS-max,Continental Importance,IUCN Red List 2023,Urban,Agriculture,Breeding Biome,Nonbreeding Biome,Primary Breeding Habitat,Secondary Breeding Habitat,Primary Nonbreeding Habitat,Secondary Nonbreeding Habitat
489,Bar-tailed Godwit,Limosa lapponica,shorebird,Charadriiformes,Scolopacidae,,0,1,0,0,M,,,3,B. Andres 2017,Case for recognized North American subspecies (B.Andres 2017).,"1,100,000","1,100,000","90,000","90,000",,USSCP 2016,,2,"1,467,309",BirdLife and NatureServe (2012),,1,"6,904,868",BirdLife and NatureServe (2012),,4,B. Andres 2017,Yellow Sea migrant (B.Andres 2017).,,,4,USSCP 2016,,,,5,B. Andres 2017,Information from Australia indicates a PT = 5. (B.Andres 2017),,,,,,,,,,,,,,,,,,14,13,14,Yellow Watch List; Tipping Point,NT,,,Arctic,Paleotropical,Tundra:  Arctic,,Coasts:  Beach and Estuary,
491,Hudsonian Godwit,Limosa haemastica,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,4,USSCP 2016,,"77,000","77,000","77,000","77,000",,USSCP 2016,,4,"260,694",BirdLife and NatureServe (2012),,2,"1,316,266",BirdLife and NatureServe (2012),,4,B. Andres 2017; PIFSC-CVS 2022,They are really concentrated in the winter in southern Chile and Argentina (B.Andres 2017).,5,H,4,USSCP 2016,,,,5,Mig8019,,-93.8,-6.89,-8.86,-5.01,1,-87.42,-10.37,-14.25,-6.52,1,19,,3.85,441.95,2.82,1245.18,6,17,15,17,Red Watch List; Tipping Point,,,,Arctic,Temperate South America,Wetlands:  Boreal,,Coasts:  Beach and Estuary,
492,Marbled Godwit,Limosa fedoa,shorebird,Charadriiformes,Scolopacidae,,1,1,1,1,M,,,4,USSCP 2016,,"170,000","170,000","170,000","170,000",,USSCP 2016,,2,"1,139,565",BirdLife and NatureServe (2012),,3,"718,444",BirdLife and NatureServe (2012),,4,B. Andres 2017; PIFSC-CVS 2022,Prairie losses continue (B. Andres 2017).,3,M-L,4,USSCP 2016; PIFSC-CVS 2022,,2,M-H,4,"BBS7021-AS,JS",,-26.75,-0.61,-1.05,-0.18,1,-25.94,-1.36,-2.1,-0.66,1,22,core,0.87,387.5,1.91,741.97,,14,15,15,Yellow Watch List,,,,Great Plains,Widespread,Wetlands:  Seasonally Wet Grasslands,Wetlands:  Tundra,Coasts:  Beach and Estuary,
501,Stilt Sandpiper,Calidris himantopus,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"1,200,000","1,200,000","1,200,000","1,200,000",,USSCP 2016,,3,"397,577",BirdLife and NatureServe (2012),,1,"13,470,305",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,,5,H,3,USSCP 2016; PIFSC-CVS 2022,,1,H,5,Mig8019,,-75.66,-3.57,-5.32,-1.89,1,-21.76,-1.85,-6.34,2.53,,13,,3.44,470.125,2.77,1300.76,,15,12,15,Orange Watch List; Tipping Point,,,w,Arctic,Widespread,Wetlands:  Tundra,Tundra:  Arctic,Wetlands:  Lakes and Rivers,Wetlands:  Seasonally Wet Grasslands
507,Sanderling,Calidris alba,shorebird,Charadriiformes,Scolopacidae,Recognized as monotypic by del Hoyo et al. (1992) and Clements (2000) and BNA. Howard and Moore recognized 2 subspecies: <i></> C.a. alba and C.a. rubida.</>,1,1,1,1,M,,,3,USSCP 2016,,"650,000","650,000","300,000","300,000",,USSCP 2016,,2,"1,251,734",BirdLife and NatureServe (2012),,1,"7,530,223",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,5,M-L,3,USSCP 2016; PIFSC-CVS 2022,,1,H,5,Mig8019,,-43.02,-1.45,-2.71,-0.17,1,-48.14,-3.24,-5.81,-0.63,1,20,,2.54,802.95,643.75,516901.16,21,13,12,13,Orange Watch List; Tipping Point,,,,Arctic,Widespread,Tundra:  Arctic,Wetlands:  Tundra,Coasts:  Beach and Estuary,
508,Dunlin,Calidris alpina,shorebird,Charadriiformes,Scolopacidae,,1,1,1,1,M,,,2,USSCP 2016,,"5,500,000","5,500,000","1,500,000","1,500,000",,USSCP 2016,,1,"4,932,220",BirdLife and NatureServe (2012),,1,"5,775,373",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,"Shorebirds of Conservation Concern in Canada (in press) scored hudsonia as TB = 2, pacifica as TB = 3.   Arcticola is likely TB = 3 due to dependence on coastal wet sedge meadows.  Similar population estimates for each subspecies (USSCP 2016), so 2 ssp. with TB = 3 outnumbers 1 spp. with TB = 2 (A. Shaw 2019).",4,M-H,4,USSCP 2016; PIFSC-CVS 2022,,2,H,5,Mig8019,,-82.32,-4.36,-6.04,-2.69,1,-56.93,-3.75,-6.52,-1.03,1,22,,3.34,763.75,6.76,5162.58,18,12,12,12,Common Bird in Steep Decline,,,w,Arctic,Nearctic,Wetlands:  Tundra,Coasts:  Tundra,Coasts:  Beach and Estuary,Wetlands:  Seasonally Wet Grasslands
509,Rock Sandpiper,Calidris ptilocnemis,shorebird,Charadriiformes,Scolopacidae,,1,1,0,0,M,,,4,USSCP 2016,,"140,000","140,000","140,000","140,000",,USSCP 2016,,3,"358,084",BirdLife and NatureServe (2012),,3,"640,838",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,,5,M-H,4,USSCP 2016; PIFSC-CVS 2022,,5,H,4,"CBC7019-TM,JS",,-56.21,-1.67,-4.34,0.53,,-8.27,-0.66,-6.45,6.11,,13,,4.86,,,,,15,15,15,Yellow Watch List; Tipping Point,,,,Arctic,Pacific North America,Tundra:  Arctic,Wetlands:  Tundra,Coasts:  Rocky Intertidal,
515,Buff-breasted Sandpiper,Calidris subruficollis,shorebird,Charadriiformes,Scolopacidae,Formerly placed in the genus Tryngites. Monotypic.,1,1,1,1,M,,,4,USSCP 2016,,"56,000","56,000"," <56,000 ","56,000",,USSCP 2016,"Shaw 2020: this global estimate presumably includes Russian breeding birds since estimate based on migration surveys, and Russian birds migrate with N. American breeding birds, but could be immaterial based on the small Russian breeding range, so is used for the N. American estimate as well",3,"595,395",BirdLife and NatureServe (2012),,2,"1,502,847",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,3,M-H,4,USSCP 2016,,,,5,Mig8019,,-58.17,-2.25,-4.67,-0.01,1,-50.43,-5.73,-12.61,0.06,,12,,4.66,309.325,0.01,2.16,,15,15,15,Orange Watch List; Tipping Point,NT,,w,Arctic,Temperate South America,Tundra:  Arctic,,Grasslands:  Pampas and Campos,
516,Pectoral Sandpiper,Calidris melanotos,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"1,600,000","1,600,000","1,500,000","1,500,000",2012,"USSCP 2016, Lappo et al. 2012","Shaw 2020: subtracted midpoint of 80,000-145,000 breeders in Arctic Russia (Lappo et al. 2012) from global estimate.  Andres 2020: none really in Europe.",2,"1,330,181",BirdLife and NatureServe (2012),,2,"1,059,647",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,5,M-H,3,USSCP 2016,,,,5,Mig8019,,-64.4,-2.62,-3.93,-1.31,1,-45.43,-4.24,-7.9,-0.8,1,14,,2.62,753.525,5.57,4200.85,16,14,13,14,Orange Watch List; Tipping Point,,,w,Arctic,Temperate South America,Wetlands:  Tundra,,Grasslands:  Pampas and Campos,Wetlands:  Seasonally Wet Grasslands
517,Semipalmated Sandpiper,Calidris pusilla,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"2,300,000","2,300,000","2,300,000","2,300,000",,USSCP 2016,,2,"2,589,119",BirdLife and NatureServe (2012),,2,"1,225,574",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,5,M-H,4,USSCP 2016,,,,5,Mig8019,,-67.55,-2.83,-4.26,-1.45,1,-32.59,-3.4,-7.22,0.11,,12,,2.81,987.25,23.45,23148.88,,14,14,14,Orange Watch List; Tipping Point,NT,,,Arctic,Neotropical,Wetlands:  Tundra,,Coasts:  Beach and Estuary,
518,Western Sandpiper,Calidris mauri,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"3,500,000","3,500,000","3,500,000","3,500,000",,USSCP 2016,"Shaw 2020: While species occurs in Russia, the pop size is small enough that due to rounding, the US/Canada estimate is effectively the same as the global estimate.  Andres 2019: A few thousand pairs breed in Chukotka (Lappo et al. 2012). Leave as 3.5 million with new information from Yukon Delta.",3,"309,066",BirdLife and NatureServe (2012),,2,"2,228,231",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,5,M-H,4,USSCP 2016; PIFSC-CVS 2022,,2,M-H,4,Andres 2012,,,,,,,,,,,,,,,,,,,14,13,14,Yellow Watch List,,,w,Arctic,Widespread,Wetlands:  Tundra,,Coasts:  Beach and Estuary,Wetlands:  Seasonally Wet Grasslands
519,Short-billed Dowitcher,Limnodromus griseus,shorebird,Charadriiformes,Scolopacidae,,1,1,1,1,M,,,4,USSCP 2016,,"150,000","150,000","150,000","150,000",,USSCP 2016,,2,"2,372,728",BirdLife and NatureServe (2012),,2,"1,676,041",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,4,M-L,4,USSCP 2016; PIFSC-CVS 2022,,2,H,5,Mig8019,,-85.24,-4.78,-6.64,-2.79,1,-58.94,-7.19,-13.29,-1.32,1,12,,3.84,837.35,9.75,8164.02,9,14,15,15,Orange Watch List; Tipping Point,,,,Arctic,Widespread,Wetlands:  Boreal,,Coasts:  Beach and Estuary,
520,Long-billed Dowitcher,Limnodromus scolopaceus,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,B. Andres 2020,"Andres 2020: We will likely increase this estimate with work from the Yukon Delta to 650,000.","650,000","650,000","520,000","520,000",,B. Andres 2020,"Andres 2020: There is a substantial breeding and expanding population in Russia.  No solid estimate but could be 20% of the 650,000.  Shaw 2020: used this rough percentage to extrapolate US/Canada estimate from global estimate.",3,"366,891",BirdLife and NatureServe (2012),,2,"3,048,312",BirdLife and NatureServe (2012),,3,CWS BCR database; PIFSC-CVS 2022,TB-c reduced for calibration with TB-r.  Population density not higher on wet sedge meadows that may dry up due to climate change (B. Andres 2019).,3,M-L,4,B. Andres 2017; PIFSC-CVS 2022,TN is probably ok because of freshwater wetland issues in arid west (B. Andres 2017).,2,H,5,Mig8019,,-78.89,-3.94,-6.3,-1.66,1,-35.86,-3.68,-10.21,2.65,,12,,4.65,373.675,45.12,16859.66,,14,14,14,Orange Watch List; Tipping Point,,,w,Arctic,Widespread,Wetlands:  Tundra,,Wetlands:  Generalist,
523,American Woodcock,Scolopax minor,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,0,M,,,3,USSCP 2016,,"3,500,000","3,500,000","3,500,000","3,500,000",,USSCP 2016,,1,"4,267,361",BirdLife and NatureServe (2012),,2,"1,608,507",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,3,H,3,USSCP 2016; PIFSC-CVS 2022,,2,M-H,4,"BBS7021-AS,JS","Panjabi-23: used BBS since we haven't analyzed the latest Singing Ground Survey data, so BBS more up to date",-44.62,-1.15,-2.33,-0.21,1,-9.13,-0.8,-3.84,1.31,,12,core,2.12,595,0.03,15.29,,11,12,12,,,,,Northern Forest,Eastern Temperate,Forests:  Temperate Eastern,Forests:  Boreal,Forests:  Temperate Eastern,
527,Wilson's Snipe,Gallinago delicata,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"2,000,000","2,000,000","2,000,000","2,000,000",2012,USSCP 2016,,1,"11,945,808",BirdLife and NatureServe (2012),,1,"9,599,369",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,http://www.shorebirdplan.org/wp-content/uploads/2013/03/ShorePopulationAndresEtAl2012.pdf,3,M-H,3,USSCP 2016; PIFSC-CVS 2022,,2,H,2,"BBS7021-AS,JS",,25.62,0.45,-0.19,1.01,,0.18,0.02,-1.19,1.16,,10,core,1.2,2131.5,4.25,9061.78,,9,9,9,,,,w,Nearctic,Widespread,Wetlands:  Generalist,,Wetlands:  Generalist,
530,Spotted Sandpiper,Actitis macularius,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"660,000","660,000","660,000","660,000",,USSCP 2016,,1,"13,610,960",BirdLife and NatureServe (2012),,1,"19,528,957",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,3,M-H,2,USSCP 2016; PIFSC-CVS 2022,,2,H,5,"BBS7021-AS,JS",,-54.81,-1.54,-2.27,-1.18,1,-9.58,-0.91,-1.79,0.44,,11,core,1.09,3159.5,0.47,1384.25,,12,11,12,Common Bird in Steep Decline,,,,Nearctic,Widespread,Wetlands:  Generalist,,Wetlands:  Lakes and Rivers,
532,Solitary Sandpiper,Tringa solitaria,shorebird,Charadriiformes,Scolopacidae,,1,1,1,1,M,,,4,USSCP 2016,,"190,000","190,000","190,000","190,000",,USSCP 2016,,1,"5,531,901",BirdLife and NatureServe (2012),,1,"16,280,555",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,3,H,3,B. Andres 2017; PIFSC-CVS 2022,"Winters throughout lowland Amazonia; highly dispersed and not specialized, but hunting concern in French Overseas Departments (B. Andres 2017).",1,M-H,2,"BBS7021-AS,JS",,23.45,0.41,-0.89,2.19,,10.71,1.02,-2.09,6.49,,10,core,3.08,221.5,0.27,58.78,,10,10,10,,,,,Northern Forest,South American Lowlands,Wetlands:  Boreal,,Wetlands:  Lakes and Rivers,
534,Wandering Tattler,Tringa incana,shorebird,Charadriiformes,Scolopacidae,Monotypic. Referred to as <i> Heterosceles incanus</i> by Clements (2000) and Howard and Moore (2003).,1,1,1,1,M,,,5,USSCP 2016,,"18,000","18,000","16,000","16,000",,Andres et al. 2012,"Shaw 2020: US/Canada estimate extrapolated from global estimate from Andres et al. 2012: ""10,000-25,000 (midpoint) = 17,500), of which >90% of the pop. occurs in N. America""",2,"1,113,390",BirdLife and NatureServe (2012),,3,"432,230",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,,5,M-H,3,B. Andres 2017; PIFSC-CVS 2022,"Does not aggregate like black turnstone or surfbird, but climate change in raises TB/TN to 3 (B. Andres 2017).",2,H,3,USSCP 2016,"Panjabi-23: given the conflicting results and imperfect coverage of each survey, PT3 for uncertainty.  Shaw-23: extended BBS (John's analysis yields a 2) covers Yukon and S. AK well but not N. AK.  CBC7019 yields a 5 in opposition to BBS.  Andres 2020: a very small portion of the wintering range is covered by CBC, so I can't see how the trend is anything but unknown.",,,,,,,,,,,,,,,,,,14,14,14,Yellow Watch List; Tipping Point,,,,Arctic,Pacific North America,Tundra:  Alpine,Wetlands:  Tundra,Coasts:  Beach and Estuary,
535,Lesser Yellowlegs,Tringa flavipes,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,latest scores from USSCP,"660,000","660,000","660,000","660,000",,USSCP 2016,,1,"4,577,413",BirdLife and NatureServe (2012),,1,"20,603,785",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,,5,M-H,4,B. Andres 2017; PIFSC-CVS 2022,Number one bird in the bag in Caribbean and northern South America to the point of unsustainability. Most of the population overflies the Caribbean and northern SA (B. Andres 2017).,1,H,5,Mig8019,,-77.48,-3.76,-5.03,-2.52,1,-61.64,-7.11,-10.62,-3.51,1,13,,2.5,918.375,5.01,4601.73,9,13,13,13,Orange Watch List; Tipping Point,,,w,Northern Forest,Widespread,Wetlands:  Boreal,,Wetlands:  Generalist,
536,Willet,Tringa semipalmata,shorebird,Charadriiformes,Scolopacidae,,1,1,1,1,M,,,4,USSCP 2016,,"250,000","250,000","250,000","250,000",,USSCP 2016,"Shaw 2020: While species occurs in the Caribbean and Mexico, the pop size is small enough that due to rounding, the US/Canada estimate is effectively the same as the global estimate.  Andres 2019: several thousand likely breed in the Caribbean and very few in Mexico.",2,"2,510,297",BirdLife and NatureServe (2012),,2,"2,719,479",BirdLife and NatureServe (2012),,4,USSCP 2016; PIFSC-CVS 2022,,2,M-H,4,USSCP 2016; PIFSC-CVS 2022,,2,H,4,"BBS7021-AS,JS",,-26.77,-0.61,-0.97,-0.14,1,-14.42,-0.91,-2.01,-0.19,1,17,core,0.82,838.5,1.46,1322.77,,14,14,14,Yellow Watch List,,,,Nearctic,Widespread,Wetlands:  Seasonally Wet Grasslands,Coasts:  Saltmarsh,Coasts:  Beach and Estuary,Coasts:  Saltmarsh
539,Greater Yellowlegs,Tringa melanoleuca,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,4,USSCP 2016,,"140,000","140,000","140,000","140,000",,USSCP 2016,,1,"4,397,341",BirdLife and NatureServe (2012),,1,"21,289,337",BirdLife and NatureServe (2012),,4,B. Andres 2017; PIFSC-CVS 2022,Hunting threat elevated (B. Andres 2017).,4,M-H,4,B. Andres 2017; PIFSC-CVS 2022,I worry that this is a shift northward in CBC; CWS shows steady (B. Andres 2017).,2,H,5,Mig8019,,-43.35,-1.46,-2.46,-0.51,1,-42.92,-3.72,-6.52,-1.09,1,15,,1.96,1008.175,6.61,6664.38,18,14,14,14,Orange Watch List; Tipping Point,,,w,Northern Forest,Widespread,Wetlands:  Boreal,,Wetlands:  Generalist,
543,Wilson's Phalarope,Phalaropus tricolor,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"1,500,000","1,500,000","1,500,000","1,500,000",2012,USSCP 2016,,2,"3,820,285",BirdLife and NatureServe (2012),,1,"5,977,525",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,3,M-H,4,USSCP 2016,,,,3,"BBS7021-AS,JS",,-13.99,-0.3,-1.2,0.39,,-3.72,-0.38,-2.74,2.5,,10,core,1.59,634.5,1.23,780.33,,11,11,11,,,,,Great Plains,Temperate South America,Wetlands:  Seasonally Wet Grasslands,Wetlands:  Freshwater Marsh,Wetlands:  Lakes and Rivers,Wetlands:  Freshwater Marsh
544,Red-necked Phalarope,Phalaropus lobatus,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"4,100,000","4,100,000","2,500,000","2,500,000",,USSCP 2016,,1,"9,104,053",BirdLife and NatureServe (2012),,1,"7,129,419",BirdLife and NatureServe (2012),,3,USSCP 2016; PIFSC-CVS 2022,,4,M-H,3,USSCP 2016,,,,4,B. Andres 2017,PT = 4 based on disappearance from Bay of Fundy; downlisted (B. Andres 2017).,,,,,,,,,,,,,,,,,,11,11,11,,,,,Arctic,Tropical Eastern Pacific,Wetlands:  Tundra,,Oceans:  Pelagic,Coasts:  Marine Waters
545,Red Phalarope,Phalaropus fulicarius,shorebird,Charadriiformes,Scolopacidae,Monotypic.,1,1,1,1,M,,,3,USSCP 2016,,"2,200,000","2,200,000","1,600,000","1,600,000",,USSCP 2016,,2,"3,868,011",BirdLife and NatureServe (2012),,1,"11,955,845",BirdLife and NatureServe (2012),,4,B. Andres 2017; PIFSC-CVS 2022,Could have climate changes affects in Arctic (B. Andres 2017).,5,M-H,2,USSCP 2016,,,,4,USSCP 2016,PT = 5 according to SOTB 2014 analysis. Uncertain but there are data from repeated Arctic surveys that show negative changes at a number of sites. Thus PT=4 (suspected).,,,,,,,,,,,,,,,,,,13,10,13,,,,,Arctic,Widespread,Wetlands:  Tundra,,Oceans:  Pelagic,Coasts:  Marine Waters
548,Great Skua,Stercorarius skua,waterbird,Charadriiformes,Stercorariidae,Monotypic.,1,1,0,1,M,,1,5,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"32,000","32,000",,,,,,5,"16,100",BirdLife 2015,,1,"9,168,165","Natureserve, with ocular estimate of range in W Hemishpere based on BirdLife map",BirdLife non-breeding range includes entire N Atlantic; % range in W Hem is a guesstimate,2,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,3,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,15,11,15,Yellow Watch List,,,,Temperate Northern Atlantic,Temperate Northern Atlantic,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,
549,South Polar Skua,Stercorarius maccormicki,waterbird,Charadriiformes,Stercorariidae,Monotypic.,1,1,1,1,M,,1,5,BirdLife 2015,,"11,000","11,000",,,,,,2,,PIFTC-02,"BirdLife list breeding range as 109,000 km2, but species nests across coastal Antarctica, so presumably this area represents only breeding sites, not space in between",1,,BirdLife,natureserve map is of transient range only,2,Hunter-Rosenberg 2003,,,,2,Hunter-Rosenberg 2003,,,,3,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,12,11,12,,,,,Southern Ocean,Widespread,Coasts:  Cliffs and Islands,Coasts:  Marine Waters,Oceans:  Pelagic,
550,Pomarine Jaeger,Stercorarius pomarinus,waterbird,Charadriiformes,Stercorariidae,Monotypic.,1,1,1,1,M,,,3,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"1,100,000","1,100,000",,,,,,2,"2,039,348","Natureserve, with Old World extrapolation",,1,"66,922,740","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,2,Hunter-Rosenberg 2003; PIFSC-CVS 2022,,2,M-H,2,Hunter-Rosenberg 2003,,,,3,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,10,9,10,,,,,Arctic,Widespread,Wetlands:  Tundra,,Oceans:  Pelagic,
551,Parasitic Jaeger,Stercorarius parasiticus,waterbird,Charadriiformes,Stercorariidae,Monotypic.,1,1,1,1,M,,,3,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"3,500,000","3,500,000",,,,,,1,"5,720,194","Natureserve, with Old World extrapolation",,1,"13,994,773","Natureserve, with ocular estimate of range in W Hemisphere based on PIFTC",,3,Hunter-Rosenberg 2003; PIFSC-CVS 2022,,4,M-H,3,Hunter-Rosenberg 2003; PIFSC-CVS 2022,,4,M-L,3,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,10,10,10,,,,,Arctic,Widespread,Wetlands:  Tundra,Tundra:  Arctic,Oceans:  Pelagic,Coasts:  Marine Waters
552,Long-tailed Jaeger,Stercorarius longicaudus,waterbird,Charadriiformes,Stercorariidae,,1,1,1,1,M,,,3,BirdLife 2015,Adult estimate assumes 2/3 of total pop. are adults.,"1,700,000","1,700,000",,,,,,1,"6,657,874","Natureserve, with Old World extrapolation",,1,,NatureServe,"Natureserve data for W. Hemisphere supports score of 1, regardless of additional potential range in Old World",3,Hunter-Rosenberg 2003; PIFSC-CVS 2022,any new threats perceived for jaegers? (KVR),4,M-L,2,Hunter-Rosenberg 2003,,,,3,Kushlan et al. 2002,,,,,,,,,,,,,,,,,,,10,9,10,,,,,Arctic,Widespread,Tundra:  Arctic,Tundra:  Alpine,Oceans:  Pelagic,
1462,Black-capped Swallow,Atticora pileata,landbird,Passeriformes,Hirundinidae,Monotypic. Formerly placed in Notiochelidon.,0,0,1,1,R,,,4,Gomez-Panjabi,,,,,,,,,5,"75,541",Natureserve 3.0,,5,"75,541",Natureserve 3.0,,3,MX-NSAC,,,,3,MX-NSAC,tolerant of disturbance,,,3,PIF CAW 2014,,,,,,,,,,,,,,,,,,,15,15,15,Yellow Watch List,,,,Mesoamerican Highlands,Mesoamerican Highlands,Forest Aerial:  Mesoamerican Pine-Oak,,Forest Aerial:  Mesoamerican Pine-Oak,
1463,White-thighed Swallow,Atticora tibialis,landbird,Passeriformes,Hirundinidae,Formerly placed in Neochelidon.,0,0,0,1,R,,,3,PIF CAW 2016,,,,,,,,,1,"4,192,409",NatureServe,,1,"4,192,409",NatureServe,,3,PIF CAW 2014,,,,3,PIF CAW 2014,,,,3,PIF CAW 2014,pendiente consulta,,,,,,,,,,,,,,,,,,10,10,10,,,,,South American Lowlands,South American Lowlands,Forest Aerial:  Tropical Lowland Evergreen,,Forest Aerial:  Tropical Lowland Evergreen,
1464,Blue-and-white Swallow,Pygochelidon cyanoleuca,landbird,Passeriformes,Hirundinidae,Monotypic.,0,0,1,1,M,,,2,Gomez-Panjabi,,,,,,,,,1,"10,363,687",Natureserve 3.0,,1,"17,714,429",NatureServe,,2,MX-NSAC,,,,2,MX-NSAC,,,,3,PIF CAW 2014,,,,,,,,,,,,,,,,,,,8,8,8,,,yes,,Neotropical,Neotropical,Open Country Aerial:  Habitat Mosaic,Open Country Aerial:  Developed/Disturbed,Open Country Aerial:  Habitat Mosaic,
1465,Northern Rough-winged Swallow,Stelgidopteryx serripennis,landbird,Passeriformes,Hirundinidae,,1,1,1,1,M,,,2,"PIFcalc19-bbs0615,eBird7017",,"27,000,000","27,000,000","20,000,000","20,000,000",2010.5,PIFcalc19-bbs0615,,1,"9,961,583",Natureserve 3.0,,2,"1,478,141",Natureserve 3.0,,2,PIFTC-02; PIFSC-CVS 2022,"DD='no known threats.'  BNA supports that although species benefits from human alterations (creating nesting substrates), its  not to the extent as that for other swallows.  Potential threats, but these offset by favorable alterations to nesting habitats.",2,H,2,PIFTC-02; PIFSC-CVS 2022,DD='threats assumed low.'  BNA supports that species relatively tolerant of human activities despite not much information from southerly wintering areas.,2,H,3,"BBS7021-AS,JS",,-24.49,-0.55,-0.88,-0.22,1,-5.34,-0.55,-1.93,0.67,,10,core,0.66,3333,1.7,5665.68,,8,9,9,,,yes,,Nearctic,Widespread,Open Country Aerial:  Habitat Mosaic,Wetlands Aerial:  Lakes and Rivers,Open Country Aerial:  Habitat Mosaic,
